TS_LOAD	SYS_DESC	VEH_SER_NO	OPR_NAME
56:59.0	U-BOLT	MPE786	Front U-Bolt
57:18.7	OMT Offline Tracking	GFM783	Enter Offline
00:47.2	Hood Conveyor	YCR723	Hood Upload
01:11.2	Cab in white conveyer	MTV391	CIW upload
01:13.0	STVMS Tracking Top Station	SYV137	Top Station
02:03.8	Cab Conveyer	NUX358	Cab Upload 2
02:03.8	Cab Conveyor / Monorail	NUX358	Cab Upload
03:16.9	Paint Inspection	AGU058	PAINT
04:23.0	U-BOLT	JBC439	Front U-Bolt
05:51.0	Assembly Line Tracker	SYV137	Pool 60 Start
06:04.0	U-BOLT	JBC439	Rear U-Bolt
07:31.4	OMT Offline Tracking	TMZ629	Enter Offline
08:34.0	STVMS Tracking Chassis Start	LGO801	Chassis Start
08:42.0	STVMS Tracking Chassis Start	FTI824	Chassis Start
09:02.0	Paint Inspection	QZH295	PAINT
10:08.1	Hood Conveyor	EBL860	Hood Upload
11:22.0	OMT Offline Tracking	EUZ386	Enter Offline
11:44.0	U-BOLT	GSF615	Rear U-Bolt
13:28.0	Cab Call Scan	YAP829	B Line
13:58.1	Cab in white conveyer	PVO367	CIW upload
14:10.6	Hood Conveyor	AHN391	Hood Upload
14:11.0	Cab call scan	LTV094	A Line
17:01.0	STVMS Tracking Chassis Start	VCM016	Chassis Start
18:22.5	Hood Conveyor	KFN372	Hood Upload
18:30.0	STVMS Tracking Top Station	LGO801	Top Station
18:34.0	U-BOLT	OWH831	Front U-Bolt
19:12.5	Cab Conveyer	BIP389	Cab Upload 2
19:12.5	Cab Conveyor / Monorail	BIP389	Cab Upload
19:22.0	Cab in white conveyer	JCV863	CIW upload
20:51.0	Assembly Line Tracker	LGO801	Pool 60 Start
20:53.2	Assembly Line Tracker	LGO801	Pool 13 Start
20:54.3	Assembly Line Tracker	ZVI392	Pool 13 Start
21:49.0	STVMS Tracking Chassis Start	PJL425	Chassis Start
22:17.5	Hood Conveyor	DPH631	Hood Upload
22:56.2	OMT Offline Tracking	SNI285	Enter Offline
23:50.3	Paint Inspection	SEK173	PAINT
24:11.8	OMT Offline Tracking	PMN417	Enter Offline
25:31.6	Cab in white conveyer	DRY562	CIW upload
25:50.9	Assembly Line Tracker	FTI824	Pool 13 Start
26:20.6	Cab call scan	ZIQ738	A Line
26:23.0	U-BOLT	QPC953	Rear U-Bolt
26:30.7	Hood Conveyor	MPO083	Hood Upload
26:48.0	U-BOLT	QPC953	Front U-Bolt
27:42.6	Cab Conveyer	SPA495	Cab Upload 2
27:42.6	Cab Conveyor / Monorail	SPA495	Cab Upload
29:24.6	Cab Conveyer	GDR742	Cab Upload 2
29:24.6	Cab Conveyor / Monorail	GDR742	Cab Upload
29:35.3	Paint Inspection	TRJ645	PAINT
30:33.0	STVMS Tracking Chassis Start	CMI143	Chassis Start
30:51.9	Assembly Line Tracker	VCM016	Pool 13 Start
31:13.6	Hood Conveyor	LER634	Hood Upload
32:55.1	Cab Call Scan	THO850	B Line
33:52.7	Cab Call Scan	ARS065	B Line
34:02.0	U-BOLT	SYA283	Front U-Bolt
35:17.0	U-BOLT	SYA283	Rear U-Bolt
35:54.3	Assembly Line Tracker	PJL425	Pool 13 Start
36:08.7	Hood Conveyor	SPI314	Hood Upload
36:47.8	Cab Conveyer	RAI572	Cab Upload 2
36:47.8	Cab Conveyor / Monorail	RAI572	Cab Upload
37:22.7	Paint Inspection	CSV482	PAINT
37:52.0	STVMS Tracking Top Station	VCM016	Top Station
38:16.0	STVMS Tracking Chassis Start	IOU412	Chassis Start
38:24.3	OMT Offline Tracking	WQB451	Enter Offline
39:59.7	Cab call scan	EZQ530	A Line
40:53.6	Assembly Line Tracker	VCM016	Pool 60 Start
41:02.0	U-BOLT	PVZ436	Rear U-Bolt
43:49.4	Cab in white conveyer	IVC016	CIW upload
44:57.0	Paint Inspection	YZU059	PAINT
45:13.0	STVMS Tracking Chassis Start	FHU982	Chassis Start
47:35.4	OMT Offline Tracking	ZDI213	Enter Offline
48:23.0	U-BOLT	JKZ317	Rear U-Bolt
48:27.3	OMT Offline Tracking	KSX968	Enter Offline
48:41.0	U-BOLT	JKZ317	Front U-Bolt
49:19.3	Cab in white conveyer	QTF497	CIW upload
49:49.3	Cab Conveyer	LTV094	Cab Upload 2
49:49.3	Cab Conveyor / Monorail	LTV094	Cab Upload
51:07.7	Paint Inspection	FZA809	PAINT
51:49.0	STVMS Tracking Chassis Start	YCR723	Chassis Start
52:40.3	Cab Call Scan	QBR938	B Line
53:27.4	Cab Conveyer	ZIQ738	Cab Upload 2
53:27.4	Cab Conveyor / Monorail	ZIQ738	Cab Upload
56:05.5	Cab call scan	TZO690	A Line
56:36.5	Cab in white conveyer	AQG261	CIW upload
56:53.0	U-BOLT	VFR160	Front U-Bolt
58:15.3	OMT Offline Tracking	KMA503	Enter Offline
00:17.9	Cab Conveyer	YAP829	Cab Upload 2
00:17.9	Cab Conveyor / Monorail	YAP829	Cab Upload
00:50.9	Assembly Line Tracker	YCR723	Pool 13 Start
00:51.8	Assembly Line Tracker	FHU982	Pool 13 Start
00:52.8	Assembly Line Tracker	IOU412	Pool 13 Start
01:11.1	Paint Inspection	NHZ581	PAINT
02:17.9	Cab in white conveyer	YKL719	CIW upload
02:56.8	Cab Conveyer	THO850	Cab Upload 2
02:56.8	Cab Conveyor / Monorail	THO850	Cab Upload
03:03.0	U-BOLT	ZKY831	Rear U-Bolt
03:04.0	U-BOLT	ZKY831	Front U-Bolt
04:04.5	OMT Offline Tracking	XFN395	Enter Offline
07:20.0	OMT Offline Tracking	TFX540	Enter Offline
07:20.0	OMT Offline Tracking	TFX540	Sold
08:02.0	STVMS Tracking Chassis Start	EBL860	Chassis Start
08:06.0	STVMS Tracking Chassis Start	AHN391	Chassis Start
09:12.9	Cab call scan	LED479	A Line
10:34.0	U-BOLT	AYO527	Rear U-Bolt
10:52.5	Cab Call Scan	YBJ023	B Line
11:16.0	STVMS Tracking Top Station	FHU982	Top Station
11:16.0	U-BOLT	AYO527	Front U-Bolt
11:22.0	STVMS Tracking Top Station	IOU412	Top Station
13:51.5	Cab Conveyer	ARS065	Cab Upload 2
13:51.5	Cab Conveyor / Monorail	ARS065	Cab Upload
14:29.0	STVMS Tracking Chassis Start	KFN372	Chassis Start
15:52.5	Assembly Line Tracker	EBL860	Pool 13 Start
15:53.5	Assembly Line Tracker	IOU412	Pool 60 Start
15:54.5	Assembly Line Tracker	FHU982	Pool 60 Start
17:32.0	U-BOLT	KNR831	Front U-Bolt
17:58.0	Cab Conveyer	EZQ530	Cab Upload 2
17:58.0	Cab Conveyor / Monorail	EZQ530	Cab Upload
19:00.0	STVMS Tracking Top Station	EBL860	Top Station
20:09.0	U-BOLT	KNR831	Rear U-Bolt
20:50.9	Assembly Line Tracker	EBL860	Pool 60 Start
24:04.9	Cab call scan	DPL397	A Line
25:04.0	U-BOLT	SYV137	Front U-Bolt
25:46.0	U-BOLT	SYV137	Rear U-Bolt
26:30.0	STVMS Tracking Chassis Start	DPH631	Chassis Start
27:09.9	Cab Conveyer	TZO690	Cab Upload 2
27:09.9	Cab Conveyor / Monorail	TZO690	Cab Upload
33:03.0	U-BOLT	ZVI392	Front U-Bolt
33:47.0	U-BOLT	ZVI392	Rear U-Bolt
55:58.5	Cab in white conveyer	GWC415	CIW upload
47:08.9	Paint Inspection	YWI795	PAINT
49:53.7	Cab in white conveyer	LCQ598	CIW upload
56:19.7	Cab in white conveyer	HOJ276	CIW upload
01:19.2	Cab in white conveyer	KIA624	CIW upload
01:49.1	Paint Inspection	GJK683	PAINT
03:51.2	Paint Inspection	EVB234	PAINT
09:13.8	Cab in white conveyer	YHP863	CIW upload
14:25.2	Cab in white conveyer	SEU602	CIW upload
20:15.2	Paint Inspection	YCU023	PAINT
20:16.2	Cab in white conveyer	EZV240	CIW upload
25:48.3	Cab in white conveyer	HTV792	CIW upload
25:59.7	Paint Inspection	ADQ781	PAINT
31:43.2	Paint Inspection	QLV652	PAINT
32:33.3	Cab in white conveyer	MGR987	CIW upload
37:28.8	Cab in white conveyer	HXT823	CIW upload
37:45.3	Paint Inspection	RBT219	PAINT
39:03.2	Paint Inspection	EQD264	PAINT
42:50.8	Cab in white conveyer	SNU912	CIW upload
43:30.3	Paint Inspection	YXF326	PAINT
48:31.3	Cab in white conveyer	CFO213	CIW upload
55:58.2	Paint Inspection	HMS840	PAINT
59:27.4	Cab in white conveyer	XET976	CIW upload
36:35.6	Cab Call Scan	UWT728	B Line
39:30.8	OMT Offline Tracking	TEP325	Enter Offline
41:15.1	Cab in white conveyer	TXR569	CIW upload
42:23.0	Paint Inspection	IXT460	PAINT
44:27.2	OMT Offline Tracking	TRL028	Enter Offline
45:50.2	Assembly Line Tracker	KFN372	Pool 13 Start
45:50.4	Assembly Line Tracker	AHN391	Pool 13 Start
46:54.3	Hood Conveyor	AGU058	Hood Upload
47:47.3	Cab call scan	ICB356	A Line
48:45.2	Cab Conveyer	LED479	Cab Upload 2
48:45.2	Cab Conveyor / Monorail	LED479	Cab Upload
50:13.0	STVMS Tracking Chassis Start	MPO083	Chassis Start
50:13.3	Hood Conveyor	QZH295	Hood Upload
50:51.1	Assembly Line Tracker	DPH631	Pool 13 Start
51:23.0	U-BOLT	LGO801	Front U-Bolt
52:53.9	Cab in white conveyer	ORS751	CIW upload
52:55.2	OMT Offline Tracking	NKE126	Enter Offline
52:55.2	OMT Offline Tracking	NKE126	Sold
54:21.3	Hood Conveyor	SEK173	Hood Upload
54:45.4	OMT Offline Tracking	FMU279	Enter Offline
55:13.8	Cab Conveyer	QBR938	Cab Upload 2
55:13.8	Cab Conveyor / Monorail	QBR938	Cab Upload
56:37.0	STVMS Tracking Chassis Start	LER634	Chassis Start
57:18.3	Cab Conveyer	YBJ023	Cab Upload 2
57:18.3	Cab Conveyor / Monorail	YBJ023	Cab Upload
58:49.0	U-BOLT	FTI824	Front U-Bolt
59:20.8	Paint Inspection	DJZ516	PAINT
00:24.8	Cab in white conveyer	BYF840	CIW upload
00:49.4	Hood Conveyor	TRJ645	Hood Upload
01:28.0	U-BOLT	FTI824	Rear U-Bolt
02:45.3	Cab Call Scan	JBC439	B Line
03:59.8	OMT Offline Tracking	QMA357	Enter Offline
04:13.9	Hood Conveyor	CSV482	Hood Upload
04:42.9	Cab in white conveyer	ZJC386	CIW upload
05:22.4	OMT Offline Tracking	ERC382	Enter Offline
05:50.6	Assembly Line Tracker	LER634	Pool 13 Start
05:51.0	Assembly Line Tracker	MPO083	Pool 13 Start
07:01.9	Cab call scan	MPE786	A Line
07:13.0	U-BOLT	VCM016	Front U-Bolt
08:35.4	Hood Conveyor	NHZ581	Hood Upload
10:08.3	Cab Conveyer	UWT728	Cab Upload 2
10:08.3	Cab Conveyor / Monorail	UWT728	Cab Upload
10:50.2	Assembly Line Tracker	SPI314	Pool 13 Start
11:37.8	Cab in white conveyer	EVZ013	CIW upload
11:54.0	STVMS Tracking Chassis Start	SPI314	Chassis Start
11:57.0	STVMS Tracking Chassis Start	AGU058	Chassis Start
12:00.0	STVMS Tracking Chassis Start	QZH295	Chassis Start
12:59.0	U-BOLT	VCM016	Rear U-Bolt
13:56.9	Cab Conveyer	DPL397	Cab Upload 2
13:56.9	Cab Conveyor / Monorail	DPL397	Cab Upload
14:18.0	U-BOLT	PJL425	Front U-Bolt
15:49.9	Paint Inspection	SPF970	PAINT
16:22.0	Hood Conveyor	YZU059	Hood Upload
17:02.5	Cab Conveyer	ICB356	Cab Upload 2
17:02.5	Cab Conveyor / Monorail	ICB356	Cab Upload
17:31.5	Cab in white conveyer	ZJK473	CIW upload
19:34.0	Cab Call Scan	GSF615	B Line
19:59.0	U-BOLT	PJL425	Rear U-Bolt
20:15.5	Hood Conveyor	FZA809	Hood Upload
20:50.5	Assembly Line Tracker	AGU058	Pool 13 Start
21:14.6	OMT Offline Tracking	GQV369	Enter Offline
22:50.0	U-BOLT	CMI143	Front U-Bolt
23:21.1	Paint Inspection	JYZ708	PAINT
23:24.1	Cab in white conveyer	QTI468	CIW upload
25:37.0	Hood Conveyor	APZ612	Hood Upload
27:27.0	OMT Offline Tracking	QZB271	Enter Offline
27:43.0	U-BOLT	IOU412	Front U-Bolt
28:20.1	Cab call scan	OWH831	A Line
29:17.0	STVMS Tracking Chassis Start	SEK173	Chassis Start
29:20.0	STVMS Tracking Chassis Start	TRJ645	Chassis Start
29:20.6	Cab Call Scan	SYA283	B Line
30:40.2	Hood Conveyor	YWI795	Hood Upload
30:44.6	Cab in white conveyer	MBG962	CIW upload
30:53.3	Assembly Line Tracker	QZH295	Pool 13 Start
33:09.1	Cab Conveyer	MPE786	Cab Upload 2
33:09.1	Cab Conveyor / Monorail	MPE786	Cab Upload
33:26.0	U-BOLT	IOU412	Rear U-Bolt
35:56.0	STVMS Tracking Chassis Start	CSV482	Chassis Start
36:17.8	OMT Offline Tracking	RHX208	Enter Offline
36:17.8	OMT Offline Tracking	RHX208	Sold
36:21.6	Cab in white conveyer	DKE275	CIW upload
36:31.0	OMT Offline Tracking	YGL283	Enter Offline
36:41.0	U-BOLT	FHU982	Front U-Bolt
37:08.1	Hood Conveyor	EVB234	Hood Upload
39:34.1	Cab Conveyer	JBC439	Cab Upload 2
39:34.1	Cab Conveyor / Monorail	JBC439	Cab Upload
40:33.0	U-BOLT	FHU982	Rear U-Bolt
41:25.7	Cab in white conveyer	WQS294	CIW upload
41:43.1	Cab Call Scan	JKZ317	B Line
44:28.0	STVMS Tracking Chassis Start	NHZ581	Chassis Start
44:44.5	OMT Offline Tracking	NUX358	Enter Offline
44:56.0	U-BOLT	YCR723	Front U-Bolt
45:51.3	Assembly Line Tracker	SEK173	Pool 13 Start
47:36.7	Cab Conveyer	GSF615	Cab Upload 2
47:36.7	Cab Conveyor / Monorail	GSF615	Cab Upload
48:04.3	OMT Offline Tracking	WRT608	Enter Offline
48:39.8	Hood Conveyor	QRM025	Hood Upload
49:21.2	Cab in white conveyer	MUJ483	CIW upload
49:32.1	Paint Inspection	VFX591	PAINT
49:52.0	U-BOLT	YCR723	Rear U-Bolt
51:41.2	Hood Conveyor	YCU023	Hood Upload
53:39.0	U-BOLT	EBL860	Front U-Bolt
53:50.2	Cab call scan	QPC953	A Line
53:59.3	Cab in white conveyer	LES327	CIW upload
54:57.7	Cab Conveyer	OWH831	Cab Upload 2
54:57.7	Cab Conveyor / Monorail	OWH831	Cab Upload
56:42.3	Hood Conveyor	QLV652	Hood Upload
57:10.8	Cab Call Scan	ZKY831	B Line
57:28.0	STVMS Tracking Chassis Start	YZU059	Chassis Start
57:32.0	STVMS Tracking Chassis Start	FZA809	Chassis Start
59:38.0	U-BOLT	AHN391	Front U-Bolt
00:44.3	Hood Conveyor	ADQ781	Hood Upload
00:53.6	OMT Offline Tracking	BIP389	Enter Offline
00:53.6	OMT Offline Tracking	BIP389	Sold
01:40.8	Cab in white conveyer	RUK258	CIW upload
03:17.3	Cab Conveyer	SYA283	Cab Upload 2
03:17.3	Cab Conveyor / Monorail	SYA283	Cab Upload
04:34.0	U-BOLT	AHN391	Rear U-Bolt
05:50.5	Assembly Line Tracker	CSV482	Pool 13 Start
05:51.0	Assembly Line Tracker	TRJ645	Pool 13 Start
07:09.0	U-BOLT	KFN372	Front U-Bolt
07:23.8	Hood Conveyor	EQD264	Hood Upload
07:54.8	Cab call scan	PVZ436	A Line
11:49.7	Paint Inspection	OQS570	PAINT
11:54.8	Cab Call Scan	KNR831	B Line
12:04.1	OMT Offline Tracking	GDR742	Enter Offline
13:29.0	U-BOLT	KFN372	Rear U-Bolt
13:57.0	U-BOLT	DPH631	Front U-Bolt
15:33.8	Hood Conveyor	GJK683	Hood Upload
15:50.5	Assembly Line Tracker	NHZ581	Pool 13 Start
16:22.8	Cab in white conveyer	UZV267	CIW upload
18:07.9	Cab Conveyer	QPC953	Cab Upload 2
18:07.9	Cab Conveyor / Monorail	QPC953	Cab Upload
19:19.5	Paint Inspection	DPA037	PAINT
19:58.0	U-BOLT	DPH631	Rear U-Bolt
19:59.0	STVMS Tracking Chassis Start	APZ612	Chassis Start
20:01.0	STVMS Tracking Chassis Start	YWI795	Chassis Start
20:04.0	STVMS Tracking Chassis Start	EVB234	Chassis Start
20:52.0	Assembly Line Tracker	YZU059	Pool 13 Start
22:49.3	Cab call scan	VFR160	A Line
23:34.0	U-BOLT	MPO083	Front U-Bolt
24:40.4	Hood Conveyor	HMS840	Hood Upload
25:17.3	Cab Conveyer	PVZ436	Cab Upload 2
25:17.3	Cab Conveyor / Monorail	PVZ436	Cab Upload
26:20.2	Paint Inspection	EPR018	PAINT
28:41.4	Hood Conveyor	RBT219	Hood Upload
29:44.9	Cab in white conveyer	DIN812	CIW upload
29:49.8	OMT Offline Tracking	SPA495	Enter Offline
30:50.5	Assembly Line Tracker	FZA809	Pool 13 Start
33:08.4	OMT Offline Tracking	RAI572	Enter Offline
35:54.5	Cab Call Scan	SYV137	B Line
36:12.9	Cab in white conveyer	LWM061	CIW upload
36:47.4	Cab Conveyer	JKZ317	Cab Upload 2
36:47.4	Cab Conveyor / Monorail	JKZ317	Cab Upload
37:32.0	U-BOLT	SPI314	Front U-Bolt
38:19.5	Hood Conveyor	YXF326	Hood Upload
38:42.9	Cab call scan	AYO527	A Line
40:06.0	STVMS Tracking Chassis Start	QRM025	Chassis Start
40:10.0	STVMS Tracking Chassis Start	YCU023	Chassis Start
40:13.0	STVMS Tracking Chassis Start	QLV652	Chassis Start
40:38.9	Paint Inspection	GLW381	PAINT
40:53.5	Assembly Line Tracker	APZ612	Pool 13 Start
41:41.9	Cab Conveyer	ZKY831	Cab Upload 2
41:41.9	Cab Conveyor / Monorail	ZKY831	Cab Upload
42:54.4	Cab in white conveyer	XWS890	CIW upload
45:47.6	OMT Offline Tracking	LTV094	Enter Offline
45:48.0	U-BOLT	AGU058	Front U-Bolt
45:50.5	Assembly Line Tracker	YWI795	Pool 13 Start
46:39.0	U-BOLT	SPI314	Rear U-Bolt
49:37.0	STVMS Tracking Top Station	AHN391	Top Station
49:49.0	STVMS Tracking Top Station	YCR723	Top Station
50:03.0	STVMS Tracking Top Station	KFN372	Top Station
50:14.0	U-BOLT	AGU058	Rear U-Bolt
50:17.0	STVMS Tracking Top Station	DPH631	Top Station
50:20.6	Hood Conveyor	YKN950	Hood Upload
50:23.0	STVMS Tracking Top Station	MPO083	Top Station
50:24.6	Cab Call Scan	FTI824	B Line
50:25.6	Cab Conveyer	VFR160	Cab Upload 2
50:25.6	Cab Conveyor / Monorail	VFR160	Cab Upload
50:29.0	STVMS Tracking Top Station	LER634	Top Station
50:34.0	STVMS Tracking Top Station	SPI314	Top Station
50:41.0	STVMS Tracking Top Station	AGU058	Top Station
50:50.7	Assembly Line Tracker	AGU058	Pool 60 Start
50:51.5	Assembly Line Tracker	SPI314	Pool 60 Start
50:52.0	STVMS Tracking Top Station	QZH295	Top Station
50:52.3	Assembly Line Tracker	LER634	Pool 60 Start
50:53.1	Assembly Line Tracker	QZH295	Pool 60 Start
50:54.4	Assembly Line Tracker	MPO083	Pool 60 Start
50:55.1	Assembly Line Tracker	DPH631	Pool 60 Start
50:55.7	Assembly Line Tracker	KFN372	Pool 60 Start
50:56.0	STVMS Tracking Top Station	SEK173	Top Station
50:56.4	Assembly Line Tracker	YCR723	Pool 60 Start
50:57.2	Assembly Line Tracker	SEK173	Pool 60 Start
50:57.9	Assembly Line Tracker	AHN391	Pool 60 Start
50:58.6	Assembly Line Tracker	EVB234	Pool 13 Start
51:00.0	STVMS Tracking Top Station	TRJ645	Top Station
51:05.0	STVMS Tracking Top Station	CSV482	Top Station
51:09.0	STVMS Tracking Top Station	NHZ581	Top Station
51:13.0	STVMS Tracking Top Station	YZU059	Top Station
51:17.0	STVMS Tracking Top Station	FZA809	Top Station
51:20.0	STVMS Tracking Top Station	APZ612	Top Station
51:24.0	STVMS Tracking Top Station	YWI795	Top Station
51:30.0	STVMS Tracking Top Station	EVB234	Top Station
51:34.0	STVMS Tracking Top Station	QRM025	Top Station
52:47.5	Cab call scan	ZVI392	A Line
52:55.6	Hood Conveyor	IXT460	Hood Upload
55:29.0	STVMS Tracking Chassis Start	ADQ781	Chassis Start
55:33.0	STVMS Tracking Chassis Start	EQD264	Chassis Start
55:50.4	OMT Offline Tracking	ZIQ738	Enter Offline
55:52.3	Assembly Line Tracker	QRM025	Pool 13 Start
55:53.9	Assembly Line Tracker	QRM025	Pool 60 Start
55:54.8	Assembly Line Tracker	EVB234	Pool 60 Start
55:55.6	Assembly Line Tracker	YWI795	Pool 60 Start
55:56.5	Assembly Line Tracker	APZ612	Pool 60 Start
55:57.3	Assembly Line Tracker	FZA809	Pool 60 Start
55:58.1	Assembly Line Tracker	YZU059	Pool 60 Start
55:58.9	Assembly Line Tracker	NHZ581	Pool 60 Start
55:59.6	Assembly Line Tracker	CSV482	Pool 60 Start
56:00.7	Assembly Line Tracker	TRJ645	Pool 60 Start
58:30.6	Cab in white conveyer	HXS072	CIW upload
59:50.5	Cab Conveyer	AYO527	Cab Upload 2
59:50.5	Cab Conveyor / Monorail	AYO527	Cab Upload
01:27.3	OMT Offline Tracking	YAP829	Enter Offline
01:41.1	Hood Conveyor	SPF970	Hood Upload
03:37.0	Hood Conveyor	JYZ708	Hood Upload
04:57.0	U-BOLT	SEK173	Front U-Bolt
05:25.6	Cab Conveyer	KNR831	Cab Upload 2
05:25.6	Cab Conveyor / Monorail	KNR831	Cab Upload
06:41.2	OMT Offline Tracking	THO850	Enter Offline
06:41.2	OMT Offline Tracking	THO850	Sold
07:46.7	Hood Conveyor	KLN307	Hood Upload
08:15.1	Cab Call Scan	PJL425	B Line
08:21.0	STVMS Tracking Chassis Start	GJK683	Chassis Start
08:39.6	Cab call scan	LGO801	A Line
10:54.2	Assembly Line Tracker	CMI143	Pool 13 Start
10:55.0	Assembly Line Tracker	YCU023	Pool 13 Start
11:34.0	U-BOLT	SEK173	Rear U-Bolt
12:03.7	Hood Conveyor	VFX591	Hood Upload
13:32.1	Cab in white conveyer	ZJU865	CIW upload
14:01.0	U-BOLT	TRJ645	Front U-Bolt
14:27.1	Cab Call Scan	ALE837	B Line
16:13.3	OMT Offline Tracking	EZQ530	Enter Offline
16:13.8	Paint Inspection	FTI653	PAINT
17:01.7	Cab Conveyer	SYV137	Cab Upload 2
17:01.7	Cab Conveyor / Monorail	SYV137	Cab Upload
17:05.2	Hood Conveyor	EPR018	Hood Upload
17:12.5	Paint Inspection	ILA012	PAINT
17:31.6	Cab call scan	VCM016	A Line
18:31.2	Cab in white conveyer	JZP143	CIW upload
20:23.0	U-BOLT	TRJ645	Rear U-Bolt
20:42.9	OMT Offline Tracking	ARS065	Enter Offline
20:52.0	U-BOLT	CSV482	Front U-Bolt
20:58.3	Hood Conveyor	DPA037	Hood Upload
21:20.2	Cab Conveyer	ZVI392	Cab Upload 2
21:20.2	Cab Conveyor / Monorail	ZVI392	Cab Upload
22:21.0	STVMS Tracking Chassis Start	HMS840	Chassis Start
22:25.0	STVMS Tracking Chassis Start	RBT219	Chassis Start
25:00.2	Cab in white conveyer	ZBT013	CIW upload
25:36.7	Paint Inspection	WVB317	PAINT
25:52.8	Cab Conveyer	LGO801	Cab Upload 2
25:52.8	Cab Conveyor / Monorail	LGO801	Cab Upload
25:57.0	U-BOLT	CSV482	Rear U-Bolt
26:21.5	OMT Offline Tracking	TZO690	Enter Offline
27:54.3	Hood Conveyor	OQS570	Hood Upload
28:46.0	U-BOLT	NHZ581	Front U-Bolt
29:57.2	Cab in white conveyer	FHL296	CIW upload
30:42.3	Cab Call Scan	FHU982	B Line
30:51.8	Assembly Line Tracker	ADQ781	Pool 13 Start
30:52.7	Assembly Line Tracker	QLV652	Pool 13 Start
32:03.3	Cab call scan	IOU412	A Line
35:16.0	U-BOLT	YZU059	Front U-Bolt
35:50.8	Assembly Line Tracker	GJK683	Pool 13 Start
35:51.7	Assembly Line Tracker	EQD264	Pool 13 Start
37:30.7	Cab Conveyer	FTI824	Cab Upload 2
37:30.7	Cab Conveyor / Monorail	FTI824	Cab Upload
38:02.3	Cab in white conveyer	FCR320	CIW upload
38:30.8	Hood Conveyor	FTI653	Hood Upload
39:09.0	U-BOLT	YZU059	Rear U-Bolt
39:12.0	STVMS Tracking Chassis Start	YXF326	Chassis Start
39:15.0	STVMS Tracking Chassis Start	YKN950	Chassis Start
40:35.3	Hood Conveyor	KUR214	Hood Upload
42:31.0	U-BOLT	FZA809	Front U-Bolt
43:00.1	OMT Offline Tracking	LED479	Enter Offline
43:00.1	OMT Offline Tracking	LED479	Sold
43:29.8	Cab call scan	YCR723	A Line
44:11.8	OMT Offline Tracking	QBR938	Enter Offline
44:17.4	Cab in white conveyer	TJG894	CIW upload
44:28.7	Paint Inspection	FQP941	PAINT
45:02.5	Hood Conveyor	ILA012	Hood Upload
45:24.9	Cab Conveyer	PJL425	Cab Upload 2
45:24.9	Cab Conveyor / Monorail	PJL425	Cab Upload
46:11.0	STVMS Tracking Chassis Start	IXT460	Chassis Start
48:11.8	Cab Call Scan	AHN391	B Line
48:53.9	Hood Conveyor	FQP941	Hood Upload
49:43.0	U-BOLT	APZ612	Front U-Bolt
53:10.4	Cab Conveyer	VCM016	Cab Upload 2
53:10.4	Cab Conveyor / Monorail	VCM016	Cab Upload
54:34.0	U-BOLT	APZ612	Rear U-Bolt
54:48.0	OMT Offline Tracking	YBJ023	Enter Offline
54:53.5	Paint Inspection	HQI892	PAINT
55:20.4	Cab call scan	EBL860	A Line
55:51.2	Assembly Line Tracker	IXT460	Pool 13 Start
55:53.1	Assembly Line Tracker	YKN950	Pool 13 Start
55:54.1	Assembly Line Tracker	YXF326	Pool 13 Start
55:55.1	Assembly Line Tracker	RBT219	Pool 13 Start
55:56.1	Assembly Line Tracker	HMS840	Pool 13 Start
58:51.0	U-BOLT	YWI795	Front U-Bolt
59:10.0	Cab Conveyer	IOU412	Cab Upload 2
59:10.0	Cab Conveyor / Monorail	IOU412	Cab Upload
00:51.2	Assembly Line Tracker	DJZ516	Pool 13 Start
02:10.9	Paint Inspection	MAU864	PAINT
03:15.0	U-BOLT	YWI795	Rear U-Bolt
03:34.0	STVMS Tracking Chassis Start	DJZ516	Chassis Start
03:40.0	STVMS Tracking Chassis Start	SPF970	Chassis Start
04:23.5	Cab Conveyer	ALE837	Cab Upload 2
04:23.5	Cab Conveyor / Monorail	ALE837	Cab Upload
04:24.2	OMT Offline Tracking	DPL397	Enter Offline
06:25.9	Hood Conveyor	HQI892	Hood Upload
07:06.9	Cab Call Scan	DPH631	B Line
08:29.0	STVMS Tracking Chassis Start	JYZ708	Chassis Start
08:31.6	Paint Inspection	WBR310	PAINT
10:42.0	OMT Offline Tracking	UWT728	Enter Offline
11:29.9	Cab call scan	KFN372	A Line
12:13.7	Hood Conveyor	MAU864	Hood Upload
12:23.3	Cab in white conveyer	TEN567	CIW upload
14:45.0	U-BOLT	QRM025	Front U-Bolt
15:51.2	Assembly Line Tracker	KLN307	Pool 13 Start
15:52.3	Assembly Line Tracker	JYZ708	Pool 13 Start
15:53.4	Assembly Line Tracker	SPF970	Pool 13 Start
16:54.0	U-BOLT	QRM025	Rear U-Bolt
16:54.3	Hood Conveyor	WBR310	Hood Upload
18:19.2	Cab in white conveyer	WBS653	CIW upload
19:40.7	Cab Conveyer	FHU982	Cab Upload 2
19:40.7	Cab Conveyor / Monorail	FHU982	Cab Upload
20:26.0	U-BOLT	YCU023	Front U-Bolt
21:29.3	Cab Call Scan	LER634	B Line
21:48.0	OMT Offline Tracking	ICB356	Enter Offline
23:12.0	STVMS Tracking Chassis Start	KLN307	Chassis Start
23:17.0	STVMS Tracking Chassis Start	VFX591	Chassis Start
